AT1G11860.1,5,222,0.027067568,| Symbols:  | Glycine cleavage T-protein family | chr1:4001801-4003245 FORWARD LENGTH=408,486727,622218,823308,1124431,737313,2683536,1492962,642817,653738,641286,523302,2.34,0.96,0.12994,0.80117,
AT1G53240.1;AT3G15020.1;AT3G15020.2,5,229,0.028293934,| Symbols: mMDH1 | Lactate/malate dehydrogenase family protein | chr1:19854966-19856802 REVERSE LENGTH=341,682419,452050,297173,588476,341643,1545514,806612,200410,239469,302134,233036,1.72,0.51,0.29123,0.16828,
AT1G20020.1,5,201,0.125152882,"| Symbols: ATLFNR2, FNR2 | ferredoxin-NADP(+)-oxidoreductase 2 | chr1:6942851-6944868 FORWARD LENGTH=369",3634028,3004499,2832899,1915396,1268125,3200495,2470733,1286824,1690004,2686475,1881981,0.7,0.6,0.10972,0.02083,
AT2G21330.1,5,498,0.285111223,| Symbols: FBA1 | fructose-bisphosphate aldolase 1 | chr2:9128416-9130152 REVERSE LENGTH=399,369810,286234,387550,758590,567151,289616,479926,304764,596939,655089,676849,1.51,1.61,0.16849,0.08785,
AT4G38970.1,5,621,0.579266337,| Symbols: FBA2 | fructose-bisphosphate aldolase 2 | chr4:18163714-18165659 REVERSE LENGTH=398,916827,559000,746741,1613062,846495,391808,1805556,402516,759912,919385,818852,1.57,0.98,0.29604,0.92223,
AT4G03520.1,4,159,2.60E-07,| Symbols: ATHM2 | Thioredoxin superfamily protein | chr4:1562585-1564055 REVERSE LENGTH=186,20243,42959,33519,547410,546491,355598,683972,1729202,2674956,3478956,2394110,16.54,79.69,0.0048,0.00597,
AT3G16400.1;AT3G16410.1,4,297,6.45E-07,"| Symbols: ATMLP-470, NSP1, ATNSP1 | nitrile specifier protein 1 | chr3:5566516-5568330 FORWARD LENGTH=470",1834385,1816446,1221936,227883,188787,382391,248644,37558,60745,67235,57102,0.16,0.03,0.01769,0.01599,
AT1G42970.1,4,225,6.89E-07,| Symbols: GAPB | glyceraldehyde-3-phosphate dehydrogenase B subunit | chr1:16127552-16129584 FORWARD LENGTH=447,1631865,1541022,1746706,492677,374839,447421,501366,817866,941184,983672,833286,0.28,0.55,0.00042,0.00068,
AT1G09210.1,4,226,4.20E-06,"| Symbols: CRT1b, AtCRT1b | calreticulin 1b | chr1:2973217-2976655 REVERSE LENGTH=424",7774863,5690541,4623794,373296,310903,821182,601264,110458,123990,249505,129233,0.09,0.03,0.02559,0.02379,
AT1G56340.1;AT1G56340.2,4,251,4.78E-06,"| Symbols: CRT1, CRT1a, AtCRT1a | calreticulin 1a | chr1:21090059-21092630 REVERSE LENGTH=425",6463965,4103512,3487875,529163,477228,1098882,750082,166727,177861,288750,182889,0.15,0.04,0.04543,0.0385,
AT4G20360.1;AT4G02930.1,4,288,1.79E-05,"| Symbols: ATRAB8D, ATRABE1B, RABE1b | RAB GTPase homolog E1B | chr4:10990036-10991466 FORWARD LENGTH=476",400361,882881,1118713,161009,168102,90121,72848,3533891,3259738,1769983,2583154,0.15,3.48,0.08321,0.00893,
AT1G49240.1;AT3G18780.1,4,245,2.93E-05,| Symbols: ACT8 | actin 8 | chr1:18216539-18217947 FORWARD LENGTH=377,1199093,3902030,6239804,333993,190113,140712,194440,78866,72758,98001,76193,0.06,0.02,0.13398,0.12632,
AT4G20260.1;AT4G20260.6,4,261,3.13E-05,"| Symbols: ATPCAP1, PCAP1 | plasma-membrane associated cation-binding protein 1 | chr4:10941593-10943227 FORWARD LENGTH=225",46503408,33130326,22144975,4629136,2730752,8372474,4945053,822865,1332308,2185726,1473385,0.15,0.04,0.05155,0.04376,
AT1G66410.1;AT2G27030.2,4,207,3.16E-05,"| Symbols: CAM4, ACAM-4 | calmodulin 4 | chr1:24774431-24775785 REVERSE LENGTH=149",775931,1021264,1155609,1298964,990555,810055,927244,2796107,2915648,2640612,2527970,1.02,2.76,0.88915,0.00021,
AT3G15360.1,4,240,3.61E-05,"| Symbols: ATHM4, TRX-M4, ATM4 | thioredoxin M-type 4 | chr3:5188448-5189457 FORWARD LENGTH=193",869194,569265,394613,2717693,2310264,3332061,5081215,4442759,5711904,7164563,5378451,5.5,9.29,0.01789,0.00204,
AT5G47210.1,4,144,4.63E-05,| Symbols:  | Hyaluronan / mRNA binding family | chr5:19169222-19171012 REVERSE LENGTH=357,810264,476109,379194,21633,11387,74114,46435,3394,3809,11272,5877,0.07,0.01,0.05677,0.05213,
AT1G48030.1;AT3G17240.1,4,148,5.74E-05,| Symbols: mtLPD1 | mitochondrial lipoamide dehydrogenase 1 | chr1:17717432-17719141 REVERSE LENGTH=507,3647,11522,17171,128344,120193,171296,228188,118184,173726,203013,152915,15.03,15.02,0.00792,0.00262,
ATCG00830.1,4,114,6.81E-05,| Symbols: RPL2.1 | ribosomal protein L2 | chrC:84337-85843 REVERSE LENGTH=274,416019,944440,1355945,52614,24494,63421,50741,47712,48457,101564,66978,0.05,0.07,0.08745,0.09063,
AT4G04640.1,4,202,7.70E-05,"| Symbols: ATPC1 | ATPase, F1 complex, gamma subunit protein | chr4:2350761-2351882 REVERSE LENGTH=373",511288,307697,315353,195735,160412,287318,248571,67443,92092,91583,79350,0.59,0.22,0.13062,0.04629,
AT1G57720.1;AT1G09640.1;AT1G09640.2,4,215,0.000200897,"| Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413",297655,586424,786648,299394,215468,252233,379777,43195,68612,99687,76430,0.51,0.13,0.19167,0.07506,
AT5G02500.1;AT1G16030.1;AT5G02500.2,4,543,0.000297014,"| Symbols: HSC70-1, HSP70-1, AT-HSC70-1, HSC70 | heat shock cognate protein 70-1 | chr5:554055-556334 REVERSE LENGTH=651",1685052,1343235,961061,591729,424860,986752,706843,82994,139755,282606,164465,0.51,0.13,0.06649,0.02694,
AT1G73260.1,4,226,0.000395166,"| Symbols: ATKTI1, KTI1 | kunitz trypsin inhibitor 1 | chr1:27547410-27548057 REVERSE LENGTH=215",191440,160374,88422,433737,252163,163171,829588,1335346,1911990,2213443,1767491,2.86,12.31,0.16105,0.00236,
AT3G62030.1,4,173,0.000404959,| Symbols: ROC4 | rotamase CYP 4 | chr3:22973708-22975139 FORWARD LENGTH=260,2657407,2296685,2620364,9014734,5551077,17778304,14973355,1447119,2069001,2702923,2190589,4.69,0.83,0.04395,0.20786,
AT4G27520.1,4,234,0.000560637,"| Symbols: ENODL2, AtENODL2 | early nodulin-like protein 2 | chr4:13750668-13751819 REVERSE LENGTH=349",1261725,1018208,847174,757047,499034,909184,860170,1932719,2044866,3139829,1962997,0.73,2.18,0.13002,0.01804,
AT3G15730.1,4,146,0.00110198,"| Symbols: PLDALPHA1, PLD | phospholipase D alpha 1 | chr3:5330835-5333474 FORWARD LENGTH=810",633323,637622,339369,197804,151596,489046,280633,73127,105916,111130,93120,0.52,0.18,0.10547,0.04571,
AT5G04140.1;AT2G41220.1,4,111,0.00198781,"| Symbols: GLU1, GLS1, GLUS, FD-GOGAT | glutamate synthase 1 | chr5:1130031-1138186 FORWARD LENGTH=1622",742582,821394,628334,609215,467121,1099409,790320,225230,265602,380748,283602,1.01,0.4,0.94546,0.00451,
AT2G43570.1,4,84,0.007258273,"| Symbols: CHI | chitinase, putative | chr2:18076389-18077435 REVERSE LENGTH=277",38300,82660,84822,409932,242778,145003,277432,108281,207818,261338,188474,3.92,2.79,0.03109,0.02312,
AT4G37930.1;AT5G26780.1,4,142,0.013984144,"| Symbols: SHM1, STM, SHMT1 | serine transhydroxymethyltransferase 1 | chr4:17831891-17834742 REVERSE LENGTH=517",390336,451610,474794,74458,59321,271041,154790,182816,226933,297689,243048,0.32,0.54,0.0042,0.00265,
AT1G09310.1;AT1G56580.1,4,129,0.110138582,"| Symbols:  | Protein of unknown function, DUF538 | chr1:3009109-3009648 FORWARD LENGTH=179",85462,132460,159102,178764,130012,381513,270562,161646,250305,254336,203518,1.91,1.73,0.12905,0.0318,
AT3G12780.1,4,369,0.261990897,| Symbols: PGK1 | phosphoglycerate kinase 1 | chr3:4061127-4063140 REVERSE LENGTH=481,752710,1128503,1067741,857627,490427,1489550,1959408,498712,632369,756060,732067,1.22,0.67,0.56916,0.08607,
AT5G64120.1,4,196,0.329197546,| Symbols:  | Peroxidase superfamily protein | chr5:25659551-25660946 REVERSE LENGTH=328,209068,146867,96498,70960,43932,212662,138162,146910,188549,175395,152335,0.77,1.1,0.52086,0.69641,
AT5G36700.1,4,169,0.682472045,"| Symbols: ATPGLP1, PGLP1 | 2-phosphoglycolate phosphatase 1 | chr5:14421929-14424430 REVERSE LENGTH=362",1786910,1110029,1160022,1117660,983998,1345533,1580354,888964,1116257,1508307,1102777,0.93,0.85,0.72948,0.48483,
AT5G54770.1,3,206,2.54E-07,"| Symbols: THI1, TZ, THI4 | thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4) | chr5:22246634-22247891 FORWARD LENGTH=349",2677835,3084237,3043867,213982,179787,255928,333979,23929,43770,61655,48608,0.08,0.02,0.00132,0.00193,
AT3G53420.1,3,187,2.99E-07,"| Symbols: PIP2A, PIP2, PIP2;1 | plasma membrane intrinsic protein 2A | chr3:19803906-19805454 REVERSE LENGTH=287",6648847,9830713,12975572,717653,517499,533320,536645,543206,761158,583437,768501,0.06,0.07,0.03683,0.03745,
AT4G02510.1,3,187,1.49E-06,"| Symbols: TOC159, TOC86, PPI2, TOC160, ATTOC159 | translocon at the outer envelope membrane of chloroplasts 159 | chr4:1104766-1109360 FORWARD LENGTH=1503",1216905,855168,648595,113877,88033,102976,97405,17278,21701,45462,29655,0.11,0.03,0.03978,0.03379,
AT2G34790.1,3,148,1.54E-06,"| Symbols: MEE23, EDA28 | FAD-binding Berberine family protein | chr2:14673998-14677237 REVERSE LENGTH=532",660850,452725,433099,284835,260875,577835,457865,27470,26863,39242,23852,0.77,0.06,0.30383,0.02154,
AT1G23820.1;AT1G23820.2,3,161,2.07E-06,| Symbols: SPDS1 | spermidine synthase 1 | chr1:8420278-8422724 FORWARD LENGTH=378,864372,576397,495414,93403,70999,166083,132567,20956,30450,28727,21397,0.18,0.04,0.0379,0.03104,
AT1G07920.1;AT5G60390.2,3,147,2.41E-06,| Symbols:  | GTP binding Elongation factor Tu family protein | chr1:2455559-2457001 FORWARD LENGTH=449,1343391,2755601,3725827,191230,112885,122292,174514,93922,77824,114520,97453,0.06,0.04,0.07076,0.06812,
AT1G78300.1,3,483,3.55E-06,"| Symbols: GRF2, 14-3-3OMEGA, GF14 OMEGA | general regulatory factor 2 | chr1:29461883-29463052 FORWARD LENGTH=259",2435412,2107075,2367404,526544,429628,625431,554452,149582,237547,326526,260701,0.23,0.11,0.00095,0.0008,
AT2G38870.1,3,278,3.59E-06,"| Symbols:  | Serine protease inhibitor, potato inhibitor I-type family protein | chr2:16236546-16237050 REVERSE LENGTH=70",37972,32501,24514,19766,33487,14494,26720,445736,476226,231241,353345,0.75,11.9,0.2176,0.00802,
AT2G44920.2;AT2G44920.1,3,294,3.73E-06,| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr2:18524419-18526502 FORWARD LENGTH=224,61292,62828,29110,501600,493361,965895,687609,799230,1089246,1109339,798895,12.96,18.58,0.01129,0.00172,
AT3G53970.1,3,146,6.11E-06,| Symbols:  | proteasome inhibitor-related | chr3:19985208-19987132 FORWARD LENGTH=302,5511,5100,9693,51938,49493,99327,54392,70000,84604,113825,95573,9.42,13.45,0.01645,0.00238,
AT1G45145.1,3,183,9.98E-06,"| Symbols: ATTRX5, ATH5, LIV1, TRX5 | thioredoxin H-type 5 | chr1:17075264-17076256 REVERSE LENGTH=118",1235351,583958,572753,32921,36661,25615,65739,727906,1101163,425237,707832,0.05,0.93,0.07423,0.83853,
AT1G20340.1,3,231,1.41E-05,"| Symbols: DRT112, PETE2 | Cupredoxin superfamily protein | chr1:7042770-7043273 REVERSE LENGTH=167",961962,2345803,1392829,2675038,5295801,3300305,6963263,26753218,28284367,25516080,24118577,2.91,16.7,0.04816,0.00001,
AT4G24190.1,3,112,2.00E-05,"| Symbols: SHD, HSP90.7, AtHsp90.7, AtHsp90-7 | Chaperone protein htpG family protein | chr4:12551902-12555851 REVERSE LENGTH=823",258189,507660,643346,38358,35450,47185,44727,53205,43006,22219,37040,0.09,0.08,0.0628,0.06175,
AT5G40370.1;AT5G40370.2,3,390,2.12E-05,| Symbols:  | Glutaredoxin family protein | chr5:16147826-16149052 REVERSE LENGTH=111,186103,184163,88205,1542467,1864544,1068577,2204997,1005489,1230767,1781331,1128501,10.93,8.42,0.00756,0.00597,
AT1G62660.1,3,121,3.04E-05,| Symbols:  | Glycosyl hydrolases family 32 protein | chr1:23199949-23203515 FORWARD LENGTH=648,734222,735223,659895,88077,53868,178221,126544,20709,36068,55172,30685,0.16,0.05,0.00002,0.00062,
AT3G50820.1,3,384,3.49E-05,"| Symbols: PSBO2, PSBO-2, OEC33 | photosystem II subunit O-2 | chr3:18891008-18892311 REVERSE LENGTH=331",1485,6334,6098,42777,45929,12815,23897,213036,337751,291565,220919,6.76,57.3,0.03992,0.00307,
AT4G23600.1,3,73,3.62E-05,"| Symbols: CORI3, JR2 | Tyrosine transaminase family protein | chr4:12310657-12312885 FORWARD LENGTH=422",186634,184583,139990,633079,419133,1230337,924891,63954,78492,107707,80870,4.71,0.49,0.0368,0.01175,
AT2G14610.1,3,77,4.56E-05,"| Symbols: PR1, PR 1, ATPR1 | pathogenesis-related gene 1 | chr2:6241944-6242429 REVERSE LENGTH=161",165603,112168,60376,428503,366285,817083,548948,1660604,1520541,1028502,1304469,4.79,12.23,0.01905,0.00202,
AT4G38740.1;AT2G21130.1,3,92,9.22E-05,| Symbols: ROC1 | rotamase CYP 1 | chr4:18083620-18084138 REVERSE LENGTH=172,58487,92067,127136,287451,253378,424139,447783,34838,53792,71639,55290,3.82,0.58,0.00805,0.18028,
AT3G16950.1,3,112,0.000205978,"| Symbols: LPD1, ptlpd1 | lipoamide dehydrogenase 1 | chr3:5786761-5790383 REVERSE LENGTH=570",189885,233199,287798,326431,252142,230807,527387,1160470,1093694,814605,918104,1.41,4.21,0.25583,0.00116,
AT5G07440.1;AT5G07440.3,3,149,0.000252064,| Symbols: GDH2 | glutamate dehydrogenase 2 | chr5:2356153-2358012 FORWARD LENGTH=411,4079831,3601339,5018129,1055367,787952,1935836,1207641,621231,692167,1190470,778128,0.29,0.19,0.00605,0.00942,
AT2G32240.1,3,75,0.000256071,| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to cadmium ion; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Prefoldin (InterPro:IPR0090,196897,213074,129611,27410,17843,53982,27997,30978,35076,50285,34967,0.18,0.21,0.02094,0.02809,
AT2G44060.1,3,55,0.000265748,"| Symbols:  | Late embryogenesis abundant protein, group 2 | chr2:18226922-18227988 FORWARD LENGTH=325",12101,9080,12084,24820,19431,15486,20656,28663,53724,56653,37912,1.81,3.99,0.01179,0.01425,
AT5G28540.1,3,107,0.000312005,| Symbols: BIP1 | heat shock protein 70 (Hsp 70) family protein | chr5:10540665-10543274 REVERSE LENGTH=669,360444,452304,502472,145475,197841,165368,159436,110804,150358,218000,152325,0.38,0.36,0.01725,0.00838,
AT4G37530.1,3,85,0.000335469,| Symbols:  | Peroxidase superfamily protein | chr4:17634786-17636082 FORWARD LENGTH=329,21149,41338,30535,17056,11813,29766,25818,98802,106020,99077,76992,0.68,3.07,0.23998,0.00072,
AT2G28000.1,3,130,0.000348466,"| Symbols: CPN60A, CH-CPN60A, SLP | chaperonin-60alpha | chr2:11926603-11929184 FORWARD LENGTH=586",1006932,1312562,1227330,173781,105102,351874,321324,77105,139059,174520,154409,0.2,0.12,0.00151,0.00543,
AT1G80380.1,3,166,0.000350394,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:30217332-30219784 FORWARD LENGTH=362,2853,5719,7801,119870,60246,395044,211941,9830,31668,28938,15792,36.05,3.95,0.07912,0.04966,
AT4G39260.1;AT4G39260.2,3,223,0.000363587,"| Symbols: CCR1, ATGRP8, GR-RBP8, GRP8 | cold, circadian rhythm, and RNA binding 1 | chr4:18274166-18274958 REVERSE LENGTH=169",2954859,1676447,1580828,731308,654525,2412528,1089656,221513,218908,280375,265314,0.59,0.12,0.2224,0.05404,
AT3G20390.1,3,147,0.000621768,| Symbols:  | endoribonuclease L-PSP family protein | chr3:7110227-7111695 REVERSE LENGTH=187,2474772,2407756,2210068,1481946,1245544,1391410,1393878,627845,850955,1334348,845544,0.58,0.39,0.00092,0.00065,
AT5G12040.1,3,154,0.000719995,| Symbols:  | Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein | chr5:3885162-3887772 FORWARD LENGTH=369,172147,194681,179453,192032,137675,560983,384140,24254,32382,66374,29571,1.75,0.21,0.25199,0.00007,
AT4G29350.1,3,194,0.000810856,"| Symbols: PFN2, PRO2, PRF2 | profilin 2 | chr4:14450135-14451119 FORWARD LENGTH=131",470246,388661,341954,809966,670004,1168969,1026670,798290,945240,1103138,825064,2.3,2.29,0.01405,0.00194,
AT1G22300.1;AT1G22300.3,3,214,0.000922461,"| Symbols: GRF10, 14-3-3EPSILON, GF14 EPSILON | general regulatory factor 10 | chr1:7879146-7881103 REVERSE LENGTH=254",306166,316131,319163,103228,106255,115684,105641,41470,98340,121816,96718,0.34,0.29,0,0.00061,
